Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Metal Leve , ON , LEVE3 ," R$4,179,008 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,7.30,13.7%,5.30,2.50,1.00,32.57, R$4.49 , R$4.47 ,13.8%,101%," R$1,647,101 "," R$412,094 "," R$284,413 "," R$127,681 ",0.25,0.16, Baixo Endividamento ," R$372,352 "," R$117,082 "," R$405,445 "," R$466,811 "," R$440,835 "," R$809,462 ",17%," R$452,049 ",21%,98%,33%,23%,18%,0.51,30/09/2022," R$49,754 "," 7,973 ", Liquidez Alta 
Coelce , PNA , COCE5 ," R$4,074,048 ",-,-, Crescimento , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,5.40,18.4%,5.20,0.90,0.40,44.79, R$1.94 , R$8.23 ,4.3%,24%," R$3,956,902 "," R$4,659,112 "," R$182,558 "," R$4,476,554 ",1.18,2.69, Baixo Endividamento ," R$661,000 "," R$729,426 "," R$808,019 "," R$741,253 "," R$835,119 "," R$1,633,026 ",20%," R$897,003 ",221%,485%,18%,9%,5%,0.24,31/12/2022," R$47,493 ", 666 , Liquidez Alta 
Abc Brasil , PN , ABCB4 ," R$4,030,564 ",-,-, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,5.00,19.9%,-,0.80,-,18.25, R$1.40 , R$3.63 ,7.7%,39%," R$5,205,386 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$3,539,676 ",-,N/D,17%,,1%,0.63,31/12/2022," R$89,569 "," 26,052 ", Liquidez Alta 
Boa Vista , ON , BOAS3 ," R$3,979,184 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,15.00,6.6%,7.40,1.80,4.60,7.50, R$0.27 , R$0.50 ,3.6%,54%," R$2,215,202 "," R$31,366 "," R$1,344,259 ","-R$1,312,893 ",0.01,-3.66, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$359,026 ",-," R$490,723 ",51%,127%,13%,11%,10%,-,30/09/2022," R$109,765 "," 14,572 ", Liquidez Alta 
P.Acucar-Cbd , ON , PCAR3 ," R$3,928,194 ",0.1%,0.1%," Alerta, Prejuízo ", Novo Mercado , Consumo não cíclico , Comércio e distribuição , Alimentos ,-22.80,-4.4%,6.20,0.30,0.20,14.55, R$0.35 ,-R$0.64 ,2.4%,-56%," R$11,545,000 "," R$5,863,000 "," R$3,751,000 "," R$2,112,000 ",0.51,1.58, Baixo Endividamento ," R$2,825,000 "," R$1,945,000 "," R$2,342,000 "," R$3,066,000 "," R$3,525,000 "," R$1,337,000 ",-14%,"-R$216,000 ",1312%,-149%,0%,-2%,0%,0.96,31/12/2022," R$517,695 "," 80,357 ", Liquidez Alta 
Tupy , ON , TUPY3 ," R$3,830,896 ",-,-, Crescimento , Novo Mercado , Bens industriais , Material de transporte , Material rodoviário ,7.50,13.4%,4.70,1.20,0.40,26.58, R$0.45 , R$3.57 ,1.7%,13%," R$3,107,294 "," R$3,514,061 "," R$1,968,041 "," R$1,546,020 ",1.13,1.36, Baixo Endividamento ," R$598,201 "," R$339,128 "," R$447,406 "," R$649,260 "," R$682,642 "," R$1,139,512 ",14%," R$276,117 ",113%,85%,19%,10%,6%,0.49,30/09/2022," R$73,926 "," 15,692 ", Liquidez Alta 
Cogna ON , ON , COGN3 ," R$3,768,012 ",0.2%,0.2%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-14.50,-6.9%,8.50,0.30,0.80,2.01, R$-   ,-R$0.14 ,0.0%,0%," R$12,389,875 "," R$8,176,646 "," R$179,221 "," R$7,997,425 ",0.66,4.74, Baixo Endividamento ," R$1,875,241 "," R$2,208,005 "," R$2,111,221 "," R$1,721,676 "," R$2,214,678 "," R$1,264,488 ",-8%," R$221,872 ",96%,23%,-2%,1%,-1%,1.86,30/09/2022," R$198,565 "," 63,985 ", Liquidez Alta 
Cury S/A , ON , CURY3 ," R$3,594,565 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,10.60,9.5%,7.60,4.90,1.70,12.40, R$0.72 , R$1.17 ,5.8%,62%," R$738,300 "," R$456,021 "," R$394,522 "," R$61,499 ",0.62,-0.38, Baixo Endividamento , - , - ," R$135,010 "," R$195,716 "," R$244,867 "," R$465,605 ",-," R$404,601 ",8%,128%,46%,24%,13%,-,30/09/2022," R$69,936 "," 23,273 ", Liquidez Alta 
Oncoclinicas , ON , ONCO3 ," R$3,511,904 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-366.60,-0.3%,12.40,1.70,1.00,7.33, R$-   ,-R$0.02 ,0.0%,0%," R$2,014,187 "," R$2,983,949 "," R$112,985 "," R$2,870,964 ",1.48,4.60, Baixo Endividamento , - , - , - ," R$100,668 "," R$185,859 "," R$520,439 ",-,"-R$377,656 ",-278%,626%,2%,4%,1%,-,30/09/2022," R$109,131 "," 17,947 ", Liquidez Alta 
Azul , PN , AZUL4 ," R$3,472,448 ",0.1%,0.1%," Alerta, Prejuízo ", Nível 2 , Bens industriais , Transporte , Transporte aéreo ,-4.80,-20.9%,7.40,-0.20,0.20,9.99, R$-   ,-R$2.09 ,0.0%,0%,"-R$19,007,500 "," R$23,219,251 "," R$668,348 "," R$22,550,903 ",-1.22,6.40, Patrimônio Líquido Negativo , - ," R$645,487 "," R$1,164,814 "," R$850,350 "," R$2,475,484 "," R$3,524,003 ",-," R$2,437,315 ",40%,46%,,12%,-4%,2.05,31/12/2022," R$1,246,498 "," 119,090 ", Liquidez Alta 
Amazonia , ON , BAZA3 ," R$3,410,027 ",-,-, Crescimento , Tradicional , Financeiro , Intermediários financeiros , Bancos ,1.60,60.9%,-,0.70,-,60.83, R$6.84 , R$37.02 ,11.3%,19%," R$4,881,812 ", - ," R$2,214,647 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$2,019,795 ",-,N/D,40%,,3%,0.50,30/09/2022, R$549 , 80 , Liquidez Baixa 
Enauta Part , ON , ENAT3 ," R$3,329,756 ",-,0.1%, Dividendos , Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,8.70,11.5%,3.20,0.80,1.50,12.64, R$1.71 , R$1.46 ,13.5%,117%," R$4,109,821 "," R$2,203,569 "," R$853,938 "," R$1,349,631 ",0.54,-0.24, Baixo Endividamento ,"-R$74,858 "," R$188,453 "," R$407,922 "," R$573,736 "," R$495,402 "," R$955,034 ",-266%," R$1,450,365 ",149%,937%,9%,10%,5%,1.05,31/12/2022," R$124,701 "," 40,265 ", Liquidez Alta 
Log-In , ON , LOGN3 ," R$3,265,101 ",-,-, Crescimento , Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,23.40,4.3%,8.50,5.60,1.70,31.02, R$-   , R$1.33 ,0.0%,0%," R$583,882 "," R$1,543,358 "," R$405,661 "," R$1,137,697 ",2.64,1.76, Dívida Moderada ," R$135,874 "," R$259,524 ","-R$442,669 "," R$198,049 "," R$271,147 "," R$483,861 ",29%," R$554,838 ",50%,175%,32%,11%,5%,0.83,30/09/2022," R$10,309 "," 2,635 ", Liquidez Alta 
Mater Dei , ON , MATD3 ," R$3,058,639 ",-,-, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,27.40,3.7%,10.60,1.90,2.00,8.00, R$0.09 , R$0.29 ,1.1%,31%," R$1,639,184 "," R$1,222,156 "," R$345,909 "," R$876,247 ",0.75,2.03, Baixo Endividamento , - , - , - ," R$220,705 "," R$257,846 "," R$365,039 ",-," R$74,771 ",2242%,2277%,8%,5%,3%,-,30/09/2022," R$18,965 "," 10,467 ", Liquidez Alta 
Orizon , ON , ORVR3 ," R$3,050,295 ",-,-," Alerta, Prejuízo ", Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,-33.20,-3.0%,16.30,6.60,4.50,38.00, R$-   ,-R$1.14 ,0.0%,0%," R$412,995 "," R$609,725 "," R$27,289 "," R$582,436 ",1.48,2.60, Baixo Endividamento , - , - ," R$50,987 "," R$78,355 "," R$32,344 "," R$223,701 ",-,"-R$66,483 ",-664%,396%,-19%,5%,-4%,-,30/09/2022," R$66,627 "," 7,279 ", Liquidez Alta 
Via , ON , VIIA3 ," R$3,033,865 ",0.2%,0.1%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,-20.40,-4.9%,4.70,0.60,0.10,1.92, R$-   ,-R$0.09 ,0.0%,0%," R$5,505,000 "," R$9,316,000 "," R$1,232,000 "," R$8,084,000 ",1.69,3.45, Dívida Alta ," R$938,000 "," R$936,000 "," R$1,361,000 "," R$685,000 ","-R$159,000 "," R$2,344,000 ",20%," R$3,724,000 ",29%,97%,-3%,4%,0%,2.55,30/09/2022," R$550,637 "," 111,568 ", Liquidez Alta 
Iguatemi SA , ON , IGTI3 ," R$3,007,535 ",-,-, Dividendos , Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,353.40,0.3%,6.60,0.70,2.60,2.31, R$0.06 , R$0.01 ,2.7%,946%," R$4,093,329 "," R$3,100,412 "," R$52,164 "," R$3,048,248 ",0.76,1.94, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$653,800 ",-229%," R$192,739 ",94%,114%,0%,6%,0%,0.92,31/12/2022, R$844 , 795 , Liquidez Baixa 
Iguatemi SA , PN , IGTI4 ," R$3,007,535 ",-,-, Dividendos , Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,415.60,0.2%,6.60,0.80,3.10,8.15, - , R$0.01 ,N/D,-," R$4,093,329 "," R$3,100,412 "," R$52,164 "," R$3,048,248 ",0.76,1.94, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$653,800 ",-229%," R$192,739 ",94%,114%,0%,6%,0%,-,31/12/2022, R$284 , 207 , Liquidez Baixa 
Iguatemi SA , UNT , IGTI11 ," R$3,007,535 ",0.2%,0.2%, Dividendos , Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,404.30,0.2%,6.60,0.80,3.00,18.50, R$0.06 , R$0.01 ,2.3%,946%," R$4,093,329 "," R$3,100,412 "," R$52,164 "," R$3,048,248 ",0.76,1.94, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$653,800 ",-229%," R$192,739 ",94%,114%,0%,6%,0%,-,31/12/2022," R$386,821 "," 103,658 ", Liquidez Alta 
Marcopolo , ON , POMO3 ," R$2,922,317 ",-,-, Crescimento , Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,5.50,18.2%,10.80,0.80,0.50,2.63, R$0.14 , R$0.48 ,5.4%,30%," R$3,162,365 "," R$2,368,027 "," R$1,171,473 "," R$1,196,554 ",0.75,3.10, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$385,587 ",13%," R$45,367 ",212%,80%,15%,4%,6%,0.68,31/12/2022," R$21,454 "," 11,736 ", Liquidez Alta 
Marcopolo , PN , POMO4 ," R$2,922,317 ",-,-, Crescimento , Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,7.10,14.1%,10.80,1.00,0.60,3.38, R$0.14 , R$0.48 ,4.2%,30%," R$3,162,365 "," R$2,368,027 "," R$1,171,473 "," R$1,196,554 ",0.75,3.10, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$385,587 ",13%," R$45,367 ",212%,80%,15%,4%,6%,0.71,31/12/2022," R$152,433 "," 69,259 ", Liquidez Alta 
JHSF Part , ON , JHSF3 ," R$2,887,090 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,3.60,27.8%,4.80,0.60,1.50,4.26, R$0.14 , R$1.19 ,3.4%,12%," R$4,970,929 "," R$2,753,677 "," R$149,889 "," R$2,603,788 ",0.55,1.85, Baixo Endividamento ," R$475,686 ","-R$138,680 "," R$203,831 "," R$342,126 "," R$635,732 "," R$1,019,912 ",16%," R$146,216 ",404%,1025%,18%,8%,8%,1.73,30/09/2022," R$74,756 "," 33,449 ", Liquidez Alta 
Locaweb , ON , LWSA3 ," R$2,878,373 ",0.1%,0.1%, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,682.70,0.1%,12.20,1.00,2.60,4.87, R$-   , R$0.01 ,0.0%,0%," R$2,959,841 "," R$79,773 "," R$1,420,930 ","-R$1,341,157 ",0.03,-10.68, Empresa com Mais Caixa que Dívida , - ," R$54,214 "," R$69,147 "," R$73,127 "," R$106,853 "," R$125,541 ",-," R$181,789 ",261%,473%,0%,1%,0%,1.41,30/09/2022," R$215,647 "," 67,228 ", Liquidez Alta 
Petz , ON , PETZ3 ," R$2,876,035 ",0.1%,0.1%, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,46.60,2.1%,7.00,1.60,1.10,6.23, R$0.03 , R$0.13 ,0.4%,20%," R$1,831,135 "," R$127,931 "," R$262,413 ","-R$134,482 ",0.07,-0.35, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$389,542 ",-," R$129,519 ",362%,191%,10%,4%,2%,-,30/09/2022," R$280,751 "," 64,463 ", Liquidez Alta 
Terrasantapa , ON , LAND3 ," R$2,847,135 ",-,-, Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,74.50,1.3%,32.60,4.00,24.10,29.60, R$0.20 , R$0.40 ,0.7%,52%," R$703,309 "," R$18,234 "," R$12,348 "," R$5,886 ",0.03,0.07, Baixo Endividamento ,"-R$16,241 ","-R$72,328 "," R$85,630 "," R$172,256 "," R$26,934 "," R$87,583 ",-240%," R$72,207 ",-1%,-10%,6%,6%,4%,0.43,30/09/2022," R$5,867 ", 721 , Liquidez Moderada 
Ecorodovias , ON , ECOR3 ," R$2,796,396 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,18.60,5.4%,6.50,1.20,0.50,4.02, R$0.01 , R$0.22 ,0.2%,4%," R$2,253,486 "," R$12,036,198 "," R$2,447,191 "," R$9,589,007 ",5.34,4.93, Dívida Alta ," R$1,311,371 "," R$1,114,438 "," R$1,630,189 "," R$1,617,873 "," R$1,363,201 "," R$1,929,983 ",8%," R$1,752,380 ",174%,510%,6%,6%,1%,1.46,30/09/2022," R$93,534 "," 41,218 ", Liquidez Alta 
MRV , ON , MRVE3 ," R$2,776,913 ",0.1%,0.1%, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,6.40,15.5%,10.10,0.40,0.40,5.74, R$0.40 , R$0.89 ,6.9%,44%," R$6,209,617 "," R$6,909,917 "," R$707,703 "," R$6,202,214 ",1.11,6.44, Baixo Endividamento ," R$535,364 "," R$496,405 "," R$715,699 "," R$805,611 "," R$827,839 "," R$963,277 ",12%,"-R$568,784 ",-183%,757%,8%,3%,2%,1.38,30/09/2022," R$431,194 "," 85,872 ", Liquidez Alta 
BR Propert , ON , BRPR3 ," R$2,726,531 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-1.80,-54.7%,-1.20,0.60,9.40,239.85, R$4.22 ,-R$131.25 ,1.8%,-3%," R$4,416,023 ", R$-   ," R$289,393 ","-R$289,393 ",0.00,-, Empresa com Mais Caixa que Dívida ,"-R$68,256 "," R$139,892 "," R$487,285 "," R$520,528 "," R$775,577 ","-R$1,949,718 ",96%,"-R$267,220 ",1489%,-193473%,-21%,-30%,-32%,0.44,31/12/2022," R$119,217 "," 2,401 ", Liquidez Alta 
Fras-Le , ON , FRAS3 ," R$2,715,553 ",-,-, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,12.60,8.0%,6.00,1.50,0.80,10.17, R$0.35 , R$0.81 ,3.5%,43%," R$1,763,901 "," R$921,870 "," R$567,855 "," R$354,015 ",0.52,-0.32, Baixo Endividamento ," R$122,453 "," R$123,653 "," R$106,431 "," R$183,776 "," R$164,379 "," R$433,124 ",29%,"-R$105,071 ",-83%,87%,18%,11%,5%,0.94,31/12/2022," R$27,373 "," 10,663 ", Liquidez Alta 
Camil , ON , CAML3 ," R$2,702,000 ",-,-, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Alimentos diversos ,5.80,17.4%,5.80,0.90,0.30,7.72, R$0.37 , R$1.34 ,4.8%,27%," R$3,008,162 "," R$3,836,353 "," R$775,051 "," R$3,061,302 ",1.28,3.07, Baixo Endividamento , - , - , - , - , - ," R$996,994 ",-,"-R$219,378 ",-206%,208%,17%,8%,6%,0.35,30/11/2022," R$37,373 "," 16,979 ", Liquidez Alta 
Vulcabras , ON , VULC3 ," R$2,683,199 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,5.70,17.5%,5.50,1.60,1.10,10.94, R$0.37 , R$1.91 ,3.4%,19%," R$1,711,488 "," R$417,048 "," R$197,197 "," R$219,851 ",0.24,0.42, Baixo Endividamento ," R$108,303 "," R$186,555 "," R$296,528 "," R$218,013 "," R$222,445 "," R$525,820 ",37%," R$300,625 ",53%,193%,35%,14%,19%,0.65,31/12/2022," R$42,241 "," 15,905 ", Liquidez Alta 
Aura 360 , ON , AURA33 ," R$2,672,830 ",-,-, Crescimento , BDR nível 3 , Materiais básicos , Mineração , Minerais metálicos ,7.80,12.8%,6.80,1.70,1.30,37.15, R$1.43 , R$4.75 ,3.9%,30%," R$1,618,151 "," R$1,116,807 "," R$667,351 "," R$449,456 ",0.69,0.98, Baixo Endividamento , - , - , - , - , - ," R$455,549 ",-," R$504,462 ",0%,N/D,23%,11%,9%,-,31/12/2022," R$20,563 "," 27,192 ", Liquidez Alta 
Eztec , ON , EZTC3 ," R$2,667,677 ",0.1%,0.1%, Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.40,13.5%,8.50,0.60,2.70,12.23, R$0.78 , R$1.65 ,6.4%,47%," R$4,470,659 "," R$474,385 "," R$39,276 "," R$435,109 ",0.11,-1.50, Baixo Endividamento ," R$399,444 "," R$174,952 "," R$321,159 "," R$6,049 "," R$229,647 "," R$275,196 ",-7%,"-R$278,894 ",-22%,600%,9%,4%,7%,1.45,30/09/2022," R$133,745 "," 41,436 ", Liquidez Alta 
Gol , PN , GOLL4 ," R$2,657,396 ",0.1%,0.1%," Alerta, Prejuízo ", Nível 2 , Bens industriais , Transporte , Transporte aéreo ,-0.60,-178.3%,-74.10,-0.10,0.20,6.35, R$-   ,-R$11.32 ,0.0%,0%,"-R$21,723,443 "," R$11,389,882 "," R$149,173 "," R$11,240,709 ",-0.52,-, Patrimônio Líquido Negativo ," R$235,914 "," R$1,144,213 "," R$1,495,180 "," R$2,068,478 "," R$3,860,721 ","-R$182,965 ",-195%," R$1,689,440 ",44%,45%,,-38%,-28%,2.00,30/09/2022," R$727,715 "," 89,123 ", Liquidez Alta 
Brasilagro , ON , AGRO3 ," R$2,642,068 ",-,-, Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,18.60,5.4%,12.50,1.30,2.10,26.74, R$5.25 , R$1.43 ,19.7%,366%," R$2,051,176 "," R$883,494 "," R$294,117 "," R$589,377 ",0.43,2.19, Baixo Endividamento ," R$196,529 ","-R$21,974 "," R$77,084 "," R$301,123 "," R$142,183 "," R$257,386 ",6%," R$102,808 ",195%,340%,-5%,5%,-3%,0.73,31/12/2022," R$66,643 "," 15,944 ", Liquidez Alta 
Mills , ON , MILS3 ," R$2,554,962 ",-,-, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,11.80,8.4%,5.60,2.10,2.30,10.61, R$0.26 , R$0.90 ,2.5%,29%," R$1,237,205 "," R$972,238 "," R$780,131 "," R$192,107 ",0.79,0.36, Baixo Endividamento ," R$104,063 "," R$40,903 ","-R$43,240 ", R$271 ," R$119,279 "," R$489,846 ",36%," R$144,849 ",113%,98%,20%,14%,8%,1.68,31/12/2022," R$85,309 "," 29,659 ", Liquidez Alta 
Randon Part , ON , RAPT3 ," R$2,553,585 ",-,-, Crescimento e Dividendos , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,5.20,19.3%,3.90,0.90,0.20,7.43, R$0.86 , R$1.43 ,11.6%,60%," R$2,744,765 "," R$5,417,678 "," R$2,504,862 "," R$2,912,816 ",1.97,1.52, Dívida Moderada ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 "," R$1,504,964 ",56%," R$1,129,815 ",33%,150%,20%,12%,5%,0.77,31/12/2022, R$946 , 465 , Liquidez Baixa 
Randon Part , PN , RAPT4 ," R$2,553,585 ",-,-, Crescimento e Dividendos , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,5.60,18.0%,3.90,1.00,0.20,7.97, R$0.86 , R$1.43 ,10.8%,60%," R$2,744,765 "," R$5,417,678 "," R$2,504,862 "," R$2,912,816 ",1.97,1.52, Dívida Moderada ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 "," R$1,504,964 ",56%," R$1,129,815 ",33%,150%,20%,12%,5%,1.02,31/12/2022," R$154,889 "," 39,300 ", Liquidez Alta 
Alliar , ON , AALR3 ," R$2,485,797 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-18.30,-5.5%,28.20,2.30,2.30,21.10, R$-   ,-R$1.15 ,0.0%,0%," R$1,072,554 "," R$910,160 "," R$247,829 "," R$662,331 ",0.85,5.88, Baixo Endividamento ," R$144,439 "," R$154,979 "," R$149,354 "," R$219,907 "," R$260,526 "," R$112,546 ",-5%," R$260,887 ",41%,92%,-10%,0%,-5%,0.42,30/09/2022," R$109,189 "," 12,721 ", Liquidez Alta 
Ihpardini , ON , PARD3 ," R$2,423,912 ",-,-, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,14.20,7.1%,5.80,2.50,1.20,19.11, R$0.64 , R$1.35 ,3.3%,47%," R$957,428 "," R$326,151 "," R$148,496 "," R$177,655 ",0.34,0.39, Baixo Endividamento ," R$177,338 "," R$186,927 "," R$234,735 "," R$226,144 "," R$327,733 "," R$450,792 ",21%," R$346,802 ",90%,219%,20%,12%,7%,0.85,30/09/2022," R$22,958 "," 5,432 ", Liquidez Alta 
Ambipar , ON , AMBP3 ," R$2,378,423 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,25.80,3.9%,6.40,2.30,0.70,21.06, R$0.30 , R$0.82 ,1.4%,37%," R$1,033,459 "," R$5,461,170 "," R$2,381,428 "," R$3,079,742 ",5.28,3.49, Dívida Alta , - , - , - , - , - ," R$882,999 ",-,"-R$13,799 ",-1944%,87%,11%,8%,2%,-,30/09/2022," R$120,855 "," 26,074 ", Liquidez Alta 
Movida , ON , MOVI3 ," R$2,361,971 ",-,0.0%, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Aluguel de carros ,2.90,34.6%,4.10,0.90,0.30,6.53, R$1.45 , R$2.26 ,22.2%,64%," R$2,777,078 "," R$19,640,943 "," R$401,837 "," R$19,239,106 ",7.07,3.41, Dívida Alta ," R$253,465 "," R$269,127 "," R$326,847 "," R$481,738 "," R$746,559 "," R$3,469,402 ",69%,"-R$8,341,356 ",-3%,25%,26%,11%,3%,1.31,30/09/2022," R$174,172 "," 53,295 ", Liquidez Alta 
Direcional , ON , DIRR3 ," R$2,246,697 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,12.70,7.9%,6.40,1.70,1.10,15.08, R$1.17 , R$1.19 ,7.8%,98%," R$1,358,123 "," R$1,508,157 "," R$693,706 "," R$814,451 ",1.11,0.77, Baixo Endividamento ," R$205,631 "," R$28,528 ","-R$108,844 ","-R$10,682 "," R$228,889 "," R$426,645 ",16%," R$227,810 ",20%,84%,18%,6%,4%,1.10,30/09/2022," R$211,947 "," 42,272 ", Liquidez Alta 
Guararapes , ON , GUAR3 ," R$2,176,501 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,8.60,11.7%,4.10,0.40,0.30,4.36, R$0.14 , R$0.51 ,3.2%,28%," R$5,158,500 "," R$3,497,530 "," R$853,959 "," R$2,643,571 ",0.68,2.12, Baixo Endividamento ," R$724,820 "," R$689,695 "," R$1,188,717 "," R$1,701,321 "," R$1,318,806 "," R$1,074,286 ",8%," R$518,175 ",66%,58%,5%,4%,2%,1.85,30/09/2022," R$60,715 "," 35,917 ", Liquidez Alta 
Jallesmachad , ON , JALL3 ," R$2,168,732 ",-,-, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Açúcar e álcool ,2.50,39.5%,2.70,1.00,1.20,7.40, R$0.18 , R$2.93 ,2.4%,6%," R$2,125,261 "," R$3,075,621 "," R$967,787 "," R$2,107,834 ",1.45,1.33, Baixo Endividamento , - , - , - , - , - ," R$1,560,068 ",-," R$745,331 ",143%,178%,65%,14%,15%,-,31/12/2022," R$33,068 "," 17,568 ", Liquidez Alta 
Irani , ON , RANI3 ," R$2,103,442 ",-,-, Crescimento , Novo Mercado , Materiais básicos , Embalagens , Embalagens ,5.60,17.7%,4.20,1.90,1.30,8.59, R$0.64 , R$1.52 ,7.4%,42%," R$1,125,085 "," R$1,792,175 "," R$735,194 "," R$1,056,981 ",1.59,1.09, Dívida Moderada ," R$173,231 "," R$196,736 "," R$101,311 "," R$186,668 "," R$327,306 "," R$682,891 ",32%," R$375,692 ",137%,500%,40%,18%,11%,0.63,31/12/2022," R$52,329 "," 21,883 ", Liquidez Alta 
Banestes , ON , BEES3 ," R$2,073,729 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Intermediários financeiros , Bancos ,6.00,16.7%,-,1.00,-,6.36, R$0.59 , R$1.04 ,9.3%,56%," R$2,035,292 ", - ," R$4,464,917 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$5,363,951 ",-,N/D,18%,,1%,0.39,31/12/2022, R$564 , 465 , Liquidez Baixa 
