Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Sanepar , UNT N2 , SAPR11 ," R$5,243,883 ",-,-, Crescimento , Nível 2 , Utilidade pública , Água e saneamento , Água e saneamento ,4.70,21.5%,4.00,0.60,1.00,17.31, R$0.23 , R$0.74 ,6.7%,31%," R$8,133,906 "," R$4,829,430 "," R$1,233,229 "," R$3,596,201 ",0.59,1.63, Baixo Endividamento ," R$893,982 "," R$1,170,977 "," R$1,383,522 "," R$1,642,028 "," R$1,971,727 "," R$2,207,139 ",20%," R$1,860,271 ",82%,370%,15%,9%,7%,0.78,30/06/2022," R$153,752 "," 27,702 ", Liquidez Alta 
Copasa , ON , CSMG3 ," R$5,118,944 ",-,-, Crescimento e Dividendos , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,11.90,8.4%,5.30,0.70,0.80,13.50, R$0.66 , R$1.13 ,4.9%,58%," R$7,020,862 "," R$3,720,814 "," R$789,335 "," R$2,931,479 ",0.53,1.93, Baixo Endividamento ," R$864,652 "," R$1,396,109 "," R$1,520,709 "," R$1,490,864 "," R$1,758,469 "," R$1,520,355 ",12%," R$1,238,574 ",96%,154%,6%,5%,3%,0.93,30/06/2022," R$98,951 "," 27,557 ", Liquidez Alta 
Via , ON , VIIA3 ," R$5,088,028 ",0.3%,0.2%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,-8.80,-11.4%,11.90,0.90,0.20,3.22, R$-   ,-R$0.37 ,0.0%,0%," R$5,627,000 "," R$8,866,000 "," R$1,233,000 "," R$7,633,000 ",1.58,7.17, Dívida Alta ," R$938,000 "," R$936,000 "," R$1,361,000 "," R$685,000 ","-R$159,000 "," R$1,065,000 ",3%," R$2,840,000 ",41%,110%,-9%,0%,-2%,2.49,30/06/2022," R$1,015,725 "," 101,160 ", Liquidez Alta 
Viveo , ON , VVEO3 ," R$5,043,626 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,17.50,5.7%,12.50,2.30,0.70,17.80, R$0.41 , R$1.01 ,2.3%,40%," R$2,232,322 "," R$1,963,602 "," R$731,780 "," R$1,231,822 ",0.88,2.45, Baixo Endividamento , - , - , - ," R$124,003 "," R$116,923 "," R$502,597 ",-," R$30,498 ",4272%,994%,19%,6%,4%,-,30/06/2022," R$26,286 "," 6,631 ", Liquidez Alta 
Odontoprev , ON , ODPV3 ," R$4,999,892 ",-,-, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,11.50,8.7%,7.60,4.30,2.80,8.99, R$0.28 , R$0.78 ,3.2%,36%," R$1,162,425 ", R$-   ," R$19,585 ","-R$19,585 ",0.00,-0.41, Empresa com Mais Caixa que Dívida ," R$316,407 "," R$289,185 "," R$584,083 "," R$397,549 "," R$407,315 "," R$624,500 ",15%," R$783,580 ",12%,156%,41%,35%,22%,0.37,30/06/2022," R$72,224 "," 26,119 ", Liquidez Alta 
Petz , ON , PETZ3 ," R$4,999,027 ",0.2%,0.2%, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,65.10,1.5%,-,2.80,1.90,10.83, R$0.04 , R$0.17 ,0.4%,23%," R$1,796,107 "," R$145,681 "," R$392,357 ","-R$246,676 ",0.08,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-, - ,-,N/D,,4%,2%,-,30/06/2022," R$532,241 "," 83,898 ", Liquidez Alta 
Fleury , ON , FLRY3 ," R$4,998,298 ",0.2%,0.2%, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,14.40,6.9%,6.70,2.80,1.20,15.76, R$0.80 , R$1.09 ,5.1%,74%," R$1,817,058 "," R$3,603,109 "," R$20,643 "," R$3,582,466 ",1.98,2.45, Dívida Moderada ," R$358,096 "," R$484,208 "," R$619,624 "," R$692,538 "," R$880,643 "," R$1,176,471 ",27%," R$895,208 ",50%,104%,20%,9%,5%,0.71,30/06/2022," R$143,401 "," 30,411 ", Liquidez Alta 
Movida , ON , MOVI3 ," R$4,964,458 ",-,0.1%, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Aluguel de carros ,5.00,20.0%,4.80,1.70,0.60,13.74, R$1.35 , R$2.75 ,9.8%,49%," R$2,854,538 "," R$15,834,459 "," R$919,646 "," R$14,914,813 ",5.55,3.20, Dívida Alta ," R$253,465 "," R$269,127 "," R$326,847 "," R$481,738 "," R$746,559 "," R$3,158,773 ",66%,"-R$5,970,065 ",-3%,27%,38%,11%,4%,1.69,30/06/2022," R$157,751 "," 32,653 ", Liquidez Alta 
MRV , ON , MRVE3 ," R$4,962,793 ",0.2%,0.1%, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.30,12.0%,7.70,0.80,0.70,10.27, R$0.36 , R$1.23 ,3.5%,29%," R$6,144,799 "," R$6,199,152 "," R$1,463,264 "," R$4,735,888 ",1.01,3.47, Baixo Endividamento ," R$535,364 "," R$496,405 "," R$715,699 "," R$805,611 "," R$827,839 "," R$1,363,377 ",21%,"-R$203,420 ",-93%,140%,11%,5%,3%,1.33,30/06/2022," R$290,268 "," 58,988 ", Liquidez Alta 
Banrisul , ON , BRSR3 ," R$4,820,528 ",-,-, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,6.30,15.8%,-,0.60,-,12.33, R$1.18 , R$1.95 ,9.5%,60%," R$8,965,823 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$4,232,199 ",-,N/D,9%,,1%,0.75,30/06/2022, R$414 , 227 , Liquidez Baixa 
Banrisul , PNB , BRSR6 ," R$4,820,528 ",-,-, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,5.80,17.4%,-,0.50,-,11.20, R$1.18 , R$1.95 ,10.5%,60%," R$8,965,823 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$4,232,199 ",-,N/D,9%,,1%,1.01,30/06/2022," R$104,511 "," 17,436 ", Liquidez Alta 
AES Brasil , ON , AESB3 ," R$4,773,433 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,12.00,8.3%,12.50,1.50,1.70,9.70, R$0.11 , R$0.81 ,1.1%,13%," R$3,274,146 "," R$7,933,241 "," R$521,663 "," R$7,411,578 ",2.42,5.36, Dívida Alta ," R$1,422,949 "," R$805,363 "," R$842,158 "," R$1,011,184 "," R$1,036,251 "," R$841,079 ",-10%,"-R$1,095,069 ",-234%,512%,18%,2%,3%,0.54,30/06/2022," R$109,165 "," 24,802 ", Liquidez Alta 
Alianscsonae , ON , ALSO3 ," R$4,671,516 ",-,-, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,18.20,5.5%,5.60,0.70,4.40,17.58, R$0.38 , R$0.96 ,2.2%,40%," R$6,708,840 ", R$-   ," R$37,544 ","-R$37,544 ",0.00,-1.96, Empresa com Mais Caixa que Dívida ," R$337,864 "," R$389,090 "," R$384,679 "," R$562,234 "," R$372,972 "," R$755,479 ",17%," R$666,298 ",15%,50%,4%,4%,3%,1.30,30/06/2022," R$141,120 "," 31,123 ", Liquidez Alta 
Cogna ON , ON , COGN3 ," R$4,650,006 ",0.2%,0.2%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-11.10,-9.0%,9.40,0.40,1.00,2.48, R$-   ,-R$0.22 ,0.0%,0%," R$12,615,388 "," R$9,550,541 "," R$946,959 "," R$8,603,582 ",0.76,4.75, Baixo Endividamento ," R$1,875,241 "," R$2,208,005 "," R$2,111,221 "," R$1,721,676 "," R$2,214,678 "," R$1,222,708 ",-8%," R$407,975 ",36%,15%,-3%,1%,-2%,2.09,30/06/2022," R$279,114 "," 45,454 ", Liquidez Alta 
Guararapes , ON , GUAR3 ," R$4,592,616 ",-,-, Dividendos , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,10.00,10.0%,6.60,0.90,0.60,9.20, R$0.56 , R$0.92 ,6.1%,61%," R$5,163,268 "," R$3,635,184 "," R$882,608 "," R$2,752,576 ",0.70,2.26, Baixo Endividamento ," R$724,820 "," R$689,695 "," R$1,188,717 "," R$1,701,321 "," R$1,318,806 "," R$1,047,545 ",8%," R$157,480 ",203%,56%,9%,4%,3%,2.11,30/06/2022," R$54,299 "," 16,241 ", Liquidez Alta 
Ferbasa , PN , FESA4 ," R$4,499,404 ",-,-, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,4.10,24.6%,2.90,1.60,1.50,52.76, R$3.22 , R$12.96 ,6.1%,25%," R$2,843,472 "," R$382,455 "," R$431,357 ","-R$48,902 ",0.13,-0.31, Empresa com Mais Caixa que Dívida ," R$269,999 "," R$83,422 "," R$356,087 "," R$522,746 "," R$365,307 "," R$1,395,336 ",39%," R$1,146,755 ",15%,109%,56%,31%,29%,0.79,30/06/2022," R$34,617 "," 4,133 ", Liquidez Alta 
Enauta Part , ON , ENAT3 ," R$4,401,679 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,4.40,22.9%,1.50,1.10,1.70,16.71, R$1.71 , R$3.83 ,10.2%,45%," R$3,922,414 "," R$648,374 "," R$1,635,713 ","-R$987,339 ",0.17,-0.45, Empresa com Mais Caixa que Dívida ,"-R$74,858 "," R$188,453 "," R$407,922 "," R$573,736 "," R$495,402 "," R$2,215,322 ",-297%," R$1,683,897 ",71%,199%,30%,27%,17%,1.10,30/06/2022," R$111,358 "," 25,813 ", Liquidez Alta 
Abc Brasil , PN , ABCB4 ," R$4,274,509 ",-,-, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,6.10,16.4%,-,0.90,-,19.39, R$1.15 , R$3.17 ,5.9%,36%," R$4,910,571 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$2,710,639 ",-,N/D,16%,,1%,0.90,30/06/2022," R$52,570 "," 16,660 ", Liquidez Alta 
Getnet BR , ON , GETT3 ," R$4,256,474 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,7.70,13.0%,5.60,1.20,1.30,2.29, - , R$0.30 ,N/D,-," R$3,493,659 "," R$1,900,064 "," R$161,914 "," R$1,738,150 ",0.54,1.15, Baixo Endividamento , - , - , - , - , - ," R$959,957 ",-," R$276,070 ",183%,144%,17%,9%,1%,-,30/06/2022, R$308 , 498 , Liquidez Baixa 
Getnet BR , PN , GETT4 ," R$4,256,474 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,7.60,13.2%,5.60,1.20,1.30,2.27, - , R$0.30 ,N/D,-," R$3,493,659 "," R$1,900,064 "," R$161,914 "," R$1,738,150 ",0.54,1.15, Baixo Endividamento , - , - , - , - , - ," R$959,957 ",-," R$276,070 ",183%,144%,17%,9%,1%,-,30/06/2022, R$352 , 591 , Liquidez Baixa 
Getnet BR , UNT , GETT11 ," R$4,256,474 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,7.80,12.9%,5.60,1.20,1.30,4.64, - , R$0.30 ,N/D,-," R$3,493,659 "," R$1,900,064 "," R$161,914 "," R$1,738,150 ",0.54,1.15, Baixo Endividamento , - , - , - , - , - ," R$959,957 ",-," R$276,070 ",183%,144%,17%,9%,1%,-,30/06/2022," R$6,527 "," 8,632 ", Liquidez Moderada 
Gol , PN , GOLL4 ," R$4,226,724 ",0.1%,0.1%," Alerta, Prejuízo ", Nível 2 , Bens industriais , Transporte , Transporte aéreo ,-0.70,-137.9%,-13.30,-0.20,0.40,10.10, R$-   ,-R$13.92 ,0.0%,0%,"-R$20,166,392 "," R$11,017,180 "," R$394,066 "," R$10,623,114 ",-0.55,-, Patrimônio Líquido Negativo ," R$235,914 "," R$1,144,213 "," R$1,495,180 "," R$2,068,478 "," R$3,860,721 ","-R$1,090,642 ",-236%," R$1,598,634 ",45%,47%,,-46%,-34%,2.06,30/06/2022," R$673,117 "," 80,738 ", Liquidez Alta 
JHSF Part , ON , JHSF3 ," R$4,206,211 ",0.1%,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,4.80,20.6%,5.80,0.90,2.20,6.20, R$0.34 , R$1.28 ,5.6%,27%," R$4,825,976 "," R$2,607,090 "," R$583,179 "," R$2,023,911 ",0.54,1.54, Baixo Endividamento ," R$475,686 ","-R$138,680 "," R$203,831 "," R$342,126 "," R$635,732 "," R$1,012,033 ",16%," R$138,818 ",375%,902%,20%,8%,9%,1.81,30/06/2022," R$68,227 "," 28,253 ", Liquidez Alta 
Log-In , ON , LOGN3 ," R$4,122,953 ",-,-, Crescimento , Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,25.10,4.0%,11.00,7.40,2.40,39.17, R$-   , R$1.56 ,0.0%,0%," R$553,583 "," R$1,446,543 "," R$262,360 "," R$1,184,183 ",2.61,1.89, Dívida Moderada ," R$135,874 "," R$259,524 ","-R$442,669 "," R$198,049 "," R$271,147 "," R$454,240 ",27%," R$511,846 ",50%,178%,41%,10%,6%,0.89,30/06/2022," R$180,842 "," 7,718 ", Liquidez Alta 
Ecorodovias , ON , ECOR3 ," R$4,076,339 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,24.70,4.1%,6.40,1.90,0.80,5.86, R$-   , R$0.24 ,0.0%,0%," R$2,125,245 "," R$10,032,832 "," R$1,030,369 "," R$9,002,463 ",4.72,4.30, Dívida Alta ," R$1,311,371 "," R$1,114,438 "," R$1,630,189 "," R$1,617,873 "," R$1,363,201 "," R$2,055,795 ",9%," R$1,745,956 ",170%,470%,8%,7%,1%,1.40,30/06/2022," R$111,663 "," 37,774 ", Liquidez Alta 
Eztec , ON , EZTC3 ," R$3,942,294 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,10.00,10.0%,11.40,0.90,4.00,18.06, R$0.66 , R$1.81 ,3.7%,37%," R$4,387,528 "," R$394,760 "," R$64,042 "," R$330,718 ",0.09,-2.03, Baixo Endividamento ," R$399,444 "," R$174,952 "," R$321,159 "," R$6,049 "," R$229,647 "," R$300,129 ",-6%,"-R$99,531 ",-51%,682%,10%,5%,8%,1.31,30/06/2022," R$87,971 "," 22,550 ", Liquidez Alta 
Multilaser , ON , MLAS3 ," R$3,900,707 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,6.40,15.7%,6.10,0.90,0.90,4.80, R$0.12 , R$0.75 ,2.6%,16%," R$4,190,244 "," R$657,654 "," R$480,953 "," R$176,701 ",0.16,0.27, Baixo Endividamento , - , - , - ," R$244,743 "," R$237,234 "," R$665,756 ",-,"-R$590,951 ",-36%,407%,33%,9%,10%,-,30/06/2022," R$30,705 "," 24,285 ", Liquidez Alta 
Wilson Sons , ON , PORT3 ," R$3,893,722 ",-,-, Dividendos , Novo Mercado , Bens industriais , Transporte , Serviços de apoio e armazenagem ,17.20,5.8%,7.20,1.70,1.80,8.85, R$0.45 , R$0.51 ,5.1%,87%," R$2,261,700 "," R$2,648,182 "," R$151,091 "," R$2,497,091 ",1.17,2.80, Baixo Endividamento ," R$575,588 "," R$560,722 "," R$561,038 "," R$570,716 "," R$507,316 "," R$891,293 ",9%," R$542,799 ",76%,113%,11%,7%,4%,1.14,30/06/2022," R$26,383 "," 10,033 ", Liquidez Alta 
Tupy , ON , TUPY3 ," R$3,849,659 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Bens industriais , Material de transporte , Material rodoviário ,8.70,11.6%,4.90,1.30,0.40,26.71, R$0.30 , R$3.09 ,1.1%,10%," R$2,922,439 "," R$2,476,749 "," R$838,441 "," R$1,638,308 ",0.85,1.47, Baixo Endividamento ," R$598,201 "," R$339,128 "," R$447,406 "," R$649,260 "," R$682,642 "," R$1,115,324 ",13%," R$17,199 ",1563%,73%,18%,10%,6%,1.03,30/06/2022," R$82,284 "," 14,922 ", Liquidez Alta 
BR Propert , ON , BRPR3 ," R$3,797,516 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-2.50,-39.6%,-3.40,0.70,11.00,8.18, R$0.11 ,-R$3.24 ,1.3%,-3%," R$5,559,395 "," R$2,928,025 "," R$727,715 "," R$2,200,310 ",0.53,-, Baixo Endividamento ,"-R$68,256 "," R$139,892 "," R$487,285 "," R$520,528 "," R$775,577 ","-R$1,762,765 ",92%," R$258,705 ",9%,1152%,-21%,-14%,-16%,0.84,30/06/2022," R$60,342 "," 16,726 ", Liquidez Alta 
Yduqs Part , ON , YDUQ3 ," R$3,631,807 ",0.2%,0.2%, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,342.50,0.3%,6.20,1.20,0.80,12.31, R$0.13 , R$0.04 ,1.0%,351%," R$3,137,431 "," R$5,636,491 "," R$705,390 "," R$4,931,101 ",1.80,3.30, Dívida Alta ," R$679,497 "," R$650,977 "," R$737,783 "," R$967,392 "," R$1,260,967 "," R$1,264,673 ",13%," R$686,645 ",84%,80%,0%,5%,0%,1.88,30/06/2022," R$188,321 "," 46,491 ", Liquidez Alta 
Boa Vista , ON , BOAS3 ," R$3,616,070 ",-,-, Crescimento , Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,14.30,7.0%,-,1.70,4.30,6.80, R$0.08 , R$0.48 ,1.2%,17%," R$2,162,369 "," R$49,712 "," R$1,309,223 ","-R$1,259,511 ",0.02,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-," R$452,425 ",-,N/D,13%,4%,10%,-,30/06/2022," R$56,714 "," 17,985 ", Liquidez Alta 
Camil , ON , CAML3 ," R$3,589,403 ",-,-, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Alimentos diversos ,7.80,12.8%,6.80,1.30,0.40,10.01, R$0.36 , R$1.29 ,3.6%,28%," R$2,801,729 "," R$3,637,976 "," R$1,307,509 "," R$2,330,467 ",1.30,2.64, Baixo Endividamento , - , - , - , - , - ," R$870,505 ",-," R$166,646 ",463%,414%,17%,8%,5%,0.31,31/05/2022," R$38,502 "," 17,511 ", Liquidez Alta 
Vulcabras , ON , VULC3 ," R$3,529,056 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,9.70,10.4%,7.80,2.30,1.50,14.36, R$0.35 , R$1.49 ,2.4%,24%," R$1,511,288 "," R$300,274 "," R$105,653 "," R$194,621 ",0.20,0.41, Baixo Endividamento ," R$108,303 "," R$186,555 "," R$296,528 "," R$218,013 "," R$222,445 "," R$475,739 ",34%," R$256,950 ",56%,185%,30%,15%,17%,1.33,30/06/2022," R$29,573 "," 11,507 ", Liquidez Alta 
Coelce , PNA , COCE5 ," R$3,503,488 ",-,-, Crescimento , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,6.70,14.9%,4.60,1.00,0.40,45.00, R$2.91 , R$6.70 ,6.5%,43%," R$3,678,839 "," R$4,133,040 "," R$187,196 "," R$3,945,844 ",1.12,2.43, Baixo Endividamento ," R$661,000 "," R$729,426 "," R$808,019 "," R$741,253 "," R$835,119 "," R$1,587,058 ",19%," R$431,567 ",353%,413%,15%,9%,4%,0.51,30/06/2022," R$9,667 ", 594 , Liquidez Moderada 
Mater Dei , ON , MATD3 ," R$3,463,908 ",-,-, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,25.80,3.9%,-,2.10,2.60,9.06, R$0.09 , R$0.35 ,1.0%,26%," R$1,675,496 "," R$1,167,069 "," R$393,168 "," R$773,901 ",0.70,-, Baixo Endividamento , - , - , - ," R$220,705 "," R$257,846 ", - ,-, - ,-,N/D,,5%,3%,-,30/06/2022," R$29,663 "," 9,727 ", Liquidez Alta 
Fras-Le , ON , FRAS3 ," R$3,404,454 ",-,-, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,14.40,6.9%,9.00,1.90,1.00,12.75, R$0.28 , R$0.89 ,2.2%,32%," R$1,754,883 "," R$953,011 "," R$676,164 "," R$276,847 ",0.54,-0.14, Baixo Endividamento ," R$122,453 "," R$123,653 "," R$106,431 "," R$183,776 "," R$164,379 "," R$371,660 ",25%," R$36,377 ",482%,187%,20%,9%,5%,1.09,30/06/2022," R$12,057 "," 3,435 ", Liquidez Alta 
Oi , ON , OIBR3 ," R$3,352,845 ",-,-," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-0.60,-154.8%,9.90,4.20,0.30,0.55, R$-   ,-R$0.85 ,0.0%,0%," R$772,597 "," R$21,189,166 "," R$4,825,966 "," R$16,363,200 ",27.43,8.20, Dívida Alta ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$1,970,652 ",-24%," R$975,154 ",321%,64%,-87%,-5%,-10%,1.76,30/06/2022," R$105,578 "," 38,141 ", Liquidez Alta 
Oi , PN , OIBR4 ," R$3,352,845 ",-,-," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-1.20,-81.9%,9.90,8.00,0.60,1.04, R$-   ,-R$0.85 ,0.0%,0%," R$772,597 "," R$21,189,166 "," R$4,825,966 "," R$16,363,200 ",27.43,8.20, Dívida Alta ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$1,970,652 ",-24%," R$975,154 ",321%,64%,-87%,-5%,-10%,1.30,30/06/2022," R$4,549 "," 2,331 ", Liquidez Moderada 
Metal Leve , ON , LEVE3 ," R$3,117,897 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,6.10,16.3%,4.70,2.10,0.80,24.30, R$4.20 , R$3.96 ,17.3%,106%," R$1,477,999 "," R$429,330 "," R$178,205 "," R$251,125 ",0.29,0.35, Baixo Endividamento ," R$372,352 "," R$117,082 "," R$405,445 "," R$466,811 "," R$440,835 "," R$721,015 ",14%," R$385,832 ",24%,96%,32%,21%,18%,0.91,30/06/2022," R$15,207 "," 3,686 ", Liquidez Alta 
Oncoclinicas , ON , ONCO3 ," R$3,098,713 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,27.80,3.6%,8.90,1.70,0.90,6.22, R$-   , R$0.22 ,0.0%,0%," R$1,801,421 "," R$2,461,360 "," R$500,625 "," R$1,960,735 ",1.37,2.49, Baixo Endividamento , - , - , - ," R$100,668 "," R$185,859 "," R$563,282 ",-,"-R$324,110 ",-170%,380%,,6%,2%,-,30/06/2022," R$32,104 "," 14,111 ", Liquidez Alta 
Ambipar , ON , AMBP3 ," R$3,091,047 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,25.70,3.9%,7.50,3.00,1.10,27.37, R$0.30 , R$1.07 ,1.1%,28%," R$1,035,450 "," R$3,878,394 "," R$1,377,909 "," R$2,500,485 ",3.75,3.24, Dívida Alta , - , - , - , - , - ," R$771,579 ",-," R$325,970 ",65%,72%,12%,8%,2%,-,30/06/2022," R$130,361 "," 24,298 ", Liquidez Alta 
Randon Part , ON , RAPT3 ," R$3,008,633 ",-,-, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,4.10,24.2%,4.90,1.00,0.30,8.47, R$0.72 , R$2.05 ,8.6%,35%," R$2,708,393 "," R$5,246,936 "," R$1,960,421 "," R$3,286,515 ",1.94,2.01, Dívida Moderada ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 "," R$1,418,068 ",54%," R$1,018,379 ",43%,183%,29%,11%,7%,1.41,30/06/2022, R$968 , 404 , Liquidez Baixa 
Randon Part , PN , RAPT4 ," R$3,008,633 ",-,-, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,4.60,21.6%,4.90,1.20,0.30,9.50, R$0.72 , R$2.05 ,7.6%,35%," R$2,708,393 "," R$5,246,936 "," R$1,960,421 "," R$3,286,515 ",1.94,2.01, Dívida Moderada ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 "," R$1,418,068 ",54%," R$1,018,379 ",43%,183%,29%,11%,7%,1.63,30/06/2022," R$161,659 "," 32,572 ", Liquidez Alta 
Iguatemi SA , ON , IGTI3 ," R$2,853,601 ",-,-," Alerta, Prejuízo ", Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,-22.40,-4.5%,7.60,0.80,2.50,2.41, R$0.05 ,-R$0.11 ,2.0%,-45%," R$3,240,756 "," R$3,335,584 "," R$25,841 "," R$3,309,743 ",1.03,2.88, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$607,467 ",-227%," R$335,316 ",48%,102%,-5%,6%,-2%,1.23,30/06/2022," R$2,718 "," 3,679 ", Liquidez Moderada 
Iguatemi SA , UNT , IGTI11 ," R$2,853,601 ",0.2%,0.2%," Alerta, Prejuízo ", Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,-26.10,-3.8%,7.60,1.00,2.90,19.68, - ,-R$0.11 ,N/D,-," R$3,240,756 "," R$3,335,584 "," R$25,841 "," R$3,309,743 ",1.03,2.88, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$607,467 ",-227%," R$335,316 ",48%,102%,-5%,6%,-2%,-,30/06/2022," R$236,785 "," 60,420 ", Liquidez Alta 
Brasilagro , ON , AGRO3 ," R$2,840,857 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,4.50,22.3%,3.20,1.20,1.40,28.64, R$4.64 , R$6.40 ,16.2%,73%," R$2,469,381 "," R$652,308 "," R$584,255 "," R$68,053 ",0.26,0.08, Baixo Endividamento ," R$196,529 ","-R$21,974 "," R$77,084 "," R$301,123 "," R$142,183 "," R$903,575 ",36%," R$107,868 ",101%,73%,50%,19%,25%,0.46,31/03/2022," R$98,479 "," 17,322 ", Liquidez Alta 
