 Dados Cadastrais ,,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
 Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação de Mercado , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,EBITDA_2015,EBITDA_2016,EBITDA_2017,EBITDA_2018,EBITDA_2019,EBITDA_2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
 P.Acucar-Cbd , ON , PCAR3 ," R$5,710,474 ",0.2%,0.2%,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo não cíclico , Comércio e distribuição , Alimentos ,2.70,36.6%,3.60,0.40,0.10,21.21, R$0.35 , R$7.77 ,1.7%,5%," R$14,283,000 "," R$8,334,000 "," R$3,610,000 "," R$4,724,000 ",0.58,1.31, Baixo Endividamento ," R$2,825,000 "," R$1,945,000 "," R$2,342,000 "," R$3,066,000 "," R$3,525,000 "," R$3,596,000 ",5%," R$2,405,000 ",-39%,-45%,13%,3%,5%,0.46,31/03/2022," R$251,662 "," 54,887 ", Liquidez Alta 
 Vivara S.A. , ON , VIVA3 ," R$5,704,881 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,16.80,6.0%,13.60,4.00,3.60,24.16, R$0.33 , R$1.44 ,1.4%,23%," R$1,437,250 "," R$285,467 "," R$246,372 "," R$39,095 ",0.20,-0.26, Baixo Endividamento , - , - , - , - ," R$322,056 "," R$412,428 ",-," R$165,336 ",70%,140%,29%,13%,14%,-,31/03/2022," R$96,564 "," 25,221 ", Liquidez Alta 
 Enauta Part , ON , ENAT3 ," R$5,651,632 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,4.10,24.1%,1.20,1.40,2.50,21.46, R$1.71 , R$5.18 ,8.0%,33%," R$3,984,901 "," R$589,307 "," R$1,054,405 ","-R$465,098 ",0.15,-0.57, Empresa com Mais Caixa que Dívida ,"-R$74,858 "," R$188,453 "," R$407,922 "," R$573,736 "," R$495,402 "," R$3,133,398 ",-311%," R$1,636,665 ",52%,98%,49%,48%,22%,1.04,31/03/2022," R$310,584 "," 51,979 ", Liquidez Alta 
 Petz , ON , PETZ3 ," R$5,606,671 ",0.2%,0.2%,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,-,-,-,3.20,-,12.19, R$0.05 , - ,0.4%,-," R$1,768,956 "," R$170,982 "," R$497,925 ","-R$326,943 ",0.10,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-, - ,-,N/D,,,,-,31/03/2022," R$1,303,111 "," 178,648 ", Liquidez Alta 
 Odontoprev , ON , ODPV3 ," R$5,547,513 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,13.10,7.7%,8.40,4.60,3.10,9.84, R$0.44 , R$0.75 ,4.5%,59%," R$1,214,984 ", R$-   ," R$14,213 ","-R$14,213 ",0.00,-0.54, Empresa com Mais Caixa que Dívida ," R$316,407 "," R$289,185 "," R$584,083 "," R$397,549 "," R$407,315 "," R$617,934 ",14%," R$999,562 ",8%,150%,33%,35%,22%,0.39,31/03/2022," R$83,801 "," 27,594 ", Liquidez Alta 
 Cyrela Realt , ON , CYRE3 ," R$5,533,013 ",0.2%,0.2%,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,6.10,16.5%,6.60,0.90,1.20,14.39, R$0.56 , R$2.38 ,3.9%,24%," R$6,198,052 "," R$3,641,588 "," R$205,944 "," R$3,435,644 ",0.59,1.03, Baixo Endividamento ," R$757,524 "," R$345,444 "," R$83,352 "," R$113,811 "," R$665,578 "," R$1,103,109 ",8%,"-R$396,758 ",-22%,216%,18%,7%,7%,1.87,31/12/2021," R$398,381 "," 81,634 ", Liquidez Alta 
 Mont Aranha , ON , MOAR3 ," R$5,396,663 ",-,-,Small Cap, Dividendos , Tradicional , Financeiro , Holdings diversificadas , Holdings diversificadas ,9.10,11.0%,10.90,5.80,3658.80,440.50, R$48.16 , R$48.27 ,10.9%,100%," R$923,210 "," R$906,014 "," R$225,382 "," R$680,632 ",0.98,0.28, Baixo Endividamento ,"-R$21,949 "," R$307,712 "," R$99,587 "," R$20,996 "," R$54,135 "," R$509,501 ",-288%,"-R$30,071 ",-12%,421%,61%,25%,27%,-,31/12/2021, R$879 , 19 , Liquidez Baixa 
 Grupo Sbf , ON , SBFG3 ," R$5,319,227 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,9.60,10.4%,8.20,2.50,0.90,21.89, R$0.12 , R$2.27 ,0.5%,5%," R$2,114,666 "," R$2,252,503 "," R$361,159 "," R$1,891,344 ",1.07,2.16, Baixo Endividamento , - , - , - , - , - ," R$874,622 ",-," R$280,217 ",165%,136%,28%,7%,8%,1.54,31/03/2022," R$134,138 "," 33,535 ", Liquidez Alta 
 AES Brasil , ON , AESB3 ," R$5,309,829 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,11.70,8.5%,12.60,1.60,1.80,10.79, R$0.06 , R$0.92 ,0.6%,7%," R$3,263,941 "," R$6,459,231 "," R$305,345 "," R$6,153,886 ",1.98,4.94, Dívida Alta ," R$1,422,949 "," R$805,363 "," R$842,158 "," R$1,011,184 "," R$1,036,251 "," R$856,437 ",-10%,"-R$497,499 ",-442%,442%,27%,2%,4%,0.60,31/03/2022," R$55,330 "," 18,817 ", Liquidez Alta 
 Alianscsonae , ON , ALSO3 ," R$5,188,970 ",-,-,Small Cap, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,18.00,5.6%,5.90,0.80,5.10,19.57, R$0.38 , R$1.09 ,2.0%,35%," R$6,826,904 ", R$-   ," R$39,340 ","-R$39,340 ",0.00,-2.41, Empresa com Mais Caixa que Dívida ," R$337,864 "," R$389,090 "," R$384,679 "," R$562,234 "," R$372,972 "," R$754,261 ",17%," R$658,646 ",59%,203%,4%,4%,3%,1.31,31/03/2022," R$204,163 "," 38,383 ", Liquidez Alta 
 Gol , PN , GOLL4 ," R$5,137,751 ",0.1%,0.1%,Small Cap," Alerta, Prejuízo ", Nível 2 , Bens industriais , Transporte , Transporte aéreo ,-2.40,-41.4%,-8.20,-0.30,0.60,12.98, R$-   ,-R$5.37 ,0.0%,0%,"-R$18,127,117 "," R$10,296,511 "," R$135,236 "," R$10,161,275 ",-0.57,-, Patrimônio Líquido Negativo ," R$235,914 "," R$1,144,213 "," R$1,495,180 "," R$2,068,478 "," R$3,860,721 ","-R$1,837,887 ",-251%," R$1,124,406 ",53%,43%,,-48%,-13%,2.02,31/03/2022," R$593,198 "," 70,912 ", Liquidez Alta 
 Cogna ON , ON , COGN3 ," R$4,881,836 ",0.2%,0.2%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-11.90,-8.4%,-,0.40,1.00,2.61, R$-   ,-R$0.22 ,0.0%,0%," R$12,714,115 "," R$9,847,469 "," R$1,514,831 "," R$8,332,638 ",0.77,-, Baixo Endividamento ," R$1,875,241 "," R$2,208,005 "," R$2,111,221 "," R$1,721,676 "," R$2,214,678 ", - ,-," R$336,723 ",-,N/D,-3%,1%,-2%,2.13,31/03/2022," R$508,761 "," 89,796 ", Liquidez Alta 
 Copasa , ON , CSMG3 ," R$4,724,595 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,9.70,10.3%,5.00,0.70,0.80,12.46, R$0.66 , R$1.28 ,5.3%,52%," R$6,893,609 "," R$3,742,004 "," R$820,111 "," R$2,921,893 ",0.54,1.92, Baixo Endividamento ," R$864,652 "," R$1,396,109 "," R$1,520,709 "," R$1,490,864 "," R$1,758,469 "," R$1,520,484 ",12%," R$1,276,391 ",85%,142%,7%,5%,4%,0.92,31/03/2022," R$93,893 "," 29,792 ", Liquidez Alta 
 MRV , ON , MRVE3 ," R$4,692,183 ",0.1%,0.1%,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,6.30,15.8%,-,0.80,0.70,9.71, R$0.16 , R$1.53 ,1.7%,11%," R$6,021,889 "," R$6,169,870 "," R$1,393,253 "," R$4,776,617 ",1.02,-, Baixo Endividamento ," R$535,364 "," R$496,405 "," R$715,699 "," R$805,611 "," R$827,839 ", - ,-,"-R$470,119 ",-,N/D,14%,5%,4%,1.32,31/03/2022," R$326,487 "," 82,309 ", Liquidez Alta 
 Banrisul , ON , BRSR3 ," R$4,636,946 ",-,-,Small Cap, Crescimento , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,5.10,19.5%,-,0.50,-,11.88, R$1.04 , R$2.32 ,8.8%,45%," R$9,046,217 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$3,663,997 ",-,N/D,11%,,1%,0.79,31/12/2021, R$357 , 157 , Liquidez Baixa 
 Banrisul , PNB , BRSR6 ," R$4,636,946 ",-,-,Small Cap, Crescimento , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,4.60,21.6%,-,0.50,-,10.75, R$1.04 , R$2.32 ,9.7%,45%," R$9,046,217 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$3,663,997 ",-,N/D,11%,,1%,0.99,31/12/2021," R$77,848 "," 19,997 ", Liquidez Alta 
 JHSF Part , ON , JHSF3 ," R$4,598,796 ",0.1%,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,4.60,21.7%,4.90,1.00,2.30,6.75, R$0.34 , R$1.46 ,5.1%,24%," R$4,464,564 "," R$1,976,992 "," R$421,743 "," R$1,555,249 ",0.44,0.94, Baixo Endividamento ," R$475,686 ","-R$138,680 "," R$203,831 "," R$342,126 "," R$635,732 "," R$1,175,742 ",20%," R$391,016 ",110%,690%,26%,11%,12%,1.86,31/12/2021," R$124,706 "," 37,606 ", Liquidez Alta 
 Yduqs Part , ON , YDUQ3 ," R$4,533,106 ",0.2%,0.2%,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,23.90,4.2%,6.40,1.40,1.00,15.11, R$0.13 , R$0.63 ,0.8%,20%," R$3,279,586 "," R$5,532,750 "," R$625,401 "," R$4,907,349 ",1.69,2.92, Dívida Moderada ," R$679,497 "," R$650,977 "," R$737,783 "," R$967,392 "," R$1,260,967 "," R$1,308,659 ",14%," R$785,813 ",72%,80%,6%,5%,2%,1.94,31/03/2022," R$225,291 "," 44,236 ", Liquidez Alta 
 Fleury , ON , FLRY3 ," R$4,524,133 ",0.2%,0.2%,Small Cap, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,13.20,7.6%,6.30,2.60,1.10,14.27, R$0.94 , R$1.08 ,6.6%,87%," R$1,743,722 "," R$2,847,641 "," R$13,714 "," R$2,833,927 ",1.63,2.13, Dívida Moderada ," R$358,096 "," R$484,208 "," R$619,624 "," R$692,538 "," R$880,643 "," R$1,097,788 ",25%," R$882,152 ",51%,110%,20%,10%,6%,0.82,31/03/2022," R$225,623 "," 55,154 ", Liquidez Alta 
 3tentos , ON , TTEN3 ," R$4,336,945 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,9.40,10.6%,11.30,1.90,0.70,8.74, - , R$0.93 ,N/D,-," R$2,303,454 "," R$1,282,921 "," R$720,271 "," R$562,650 ",0.56,-0.07, Baixo Endividamento , - , - , - , - , - ," R$379,885 ",-,"-R$133,791 ",-351%,1577%,58%,10%,9%,-,31/03/2022," R$60,646 "," 29,008 ", Liquidez Alta 
 Via , ON , VIIA3 ," R$4,305,586 ",0.2%,0.2%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,-9.40,-10.6%,16.80,0.80,0.10,2.71, R$-   ,-R$0.29 ,0.0%,0%," R$5,635,000 "," R$9,435,000 "," R$1,286,000 "," R$8,149,000 ",1.67,10.98, Dívida Alta ," R$938,000 "," R$936,000 "," R$1,361,000 "," R$685,000 ","-R$159,000 "," R$742,000 ",-5%," R$2,724,000 ",45%,118%,-7%,-1%,-1%,2.36,31/03/2022," R$884,047 "," 160,007 ", Liquidez Alta 
 Armac , ON , ARML3 ," R$4,270,130 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Aluguel de carros ,-,-,-,3.80,-,12.35, - , - ,N/D,-," R$1,135,235 "," R$1,829,786 "," R$1,842 "," R$1,827,944 ",1.61,-, Dívida Alta , - , - , - ," R$19,120 "," R$29,606 ", - ,-, - ,-,N/D,,,,-,31/03/2022," R$46,900 "," 22,252 ", Liquidez Alta 
 Oi , ON , OIBR3 ," R$4,260,453 ",-,-,Small Cap," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-0.50,-200.9%,12.70,-5.50,0.40,0.70, R$-   ,-R$1.41 ,0.0%,0%,"-R$755,674 "," R$32,983,118 "," R$2,917,251 "," R$30,065,867 ",-43.65,11.10, Patrimônio Líquido Negativo ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$2,691,663 ",-19%,"-R$110,630 ",-2043%,48%,-109%,-3%,-11%,1.80,31/12/2021," R$218,342 "," 56,765 ", Liquidez Alta 
 Oi , PN , OIBR4 ," R$4,260,453 ",-,-,Small Cap," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-0.90,-109.9%,12.70,-10.10,0.70,1.28, R$-   ,-R$1.41 ,0.0%,0%,"-R$755,674 "," R$32,983,118 "," R$2,917,251 "," R$30,065,867 ",-43.65,11.10, Patrimônio Líquido Negativo ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$2,691,663 ",-19%,"-R$110,630 ",-2043%,48%,-109%,-3%,-11%,1.34,31/12/2021," R$5,236 "," 2,619 ", Liquidez Moderada 
 Boa Vista , ON , BOAS3 ," R$4,227,624 ",-,-,Small Cap, Crescimento , Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,21.80,4.6%,-,2.00,5.30,7.95, R$0.08 , R$0.37 ,1.0%,22%," R$2,082,460 "," R$68,465 "," R$1,316,729 ","-R$1,248,264 ",0.03,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-," R$412,615 ",-,N/D,11%,1%,8%,-,31/03/2022," R$41,208 "," 22,426 ", Liquidez Alta 
 Guararapes , ON , GUAR3 ," R$4,178,283 ",-,-,Small Cap, Dividendos , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,8.70,11.4%,6.10,0.80,0.50,8.37, R$0.53 , R$0.96 ,6.3%,55%," R$5,161,840 "," R$3,652,560 "," R$1,407,277 "," R$2,245,283 ",0.71,1.89, Baixo Endividamento ," R$724,820 "," R$689,695 "," R$1,188,717 "," R$1,701,321 "," R$1,318,806 "," R$991,642 ",6%," R$89,690 ",314%,50%,10%,4%,3%,2.11,31/03/2022," R$87,004 "," 32,500 ", Liquidez Alta 
 Multilaser , ON , MLAS3 ," R$4,110,902 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,5.00,19.9%,5.80,1.00,0.90,5.01, - , R$1.00 ,N/D,-," R$4,179,711 "," R$746,428 "," R$739,777 "," R$6,651 ",0.18,0.01, Baixo Endividamento , - , - , - ," R$244,743 "," R$237,234 "," R$709,045 ",-,"-R$794,521 ",-20%,355%,44%,10%,12%,-,31/03/2022," R$61,269 "," 37,150 ", Liquidez Alta 
 Viveo , ON , VVEO3 ," R$4,082,397 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,8.60,11.7%,6.60,1.90,0.60,14.40, - , R$1.68 ,N/D,-," R$2,194,884 "," R$2,086,269 "," R$1,276,377 "," R$809,892 ",0.95,0.49, Baixo Endividamento , - , - , - ," R$124,003 "," R$116,923 "," R$667,432 ",-," R$101,489 ",604%,525%,38%,11%,7%,-,31/03/2022," R$26,255 "," 5,811 ", Liquidez Alta 
 BR Propert , ON , BRPR3 ," R$4,048,208 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-339.20,-0.3%,31.70,0.60,12.60,8.72, R$0.11 ,-R$0.03 ,1.2%,-410%," R$7,072,245 "," R$2,914,847 "," R$844,304 "," R$2,070,543 ",0.41,10.72, Baixo Endividamento ,"-R$68,256 "," R$139,892 "," R$487,285 "," R$520,528 "," R$775,577 "," R$193,220 ",-223%," R$266,466 ",3%,426%,0%,1%,0%,0.95,31/03/2022," R$122,884 "," 45,896 ", Liquidez Alta 
 Wilson Sons , ON , PORT3 ," R$4,019,684 ",-,-,Small Cap, Dividendos , Novo Mercado , Bens industriais , Transporte , Serviços de apoio e armazenagem ,18.60,5.4%,7.20,1.70,1.90,55.17, R$2.68 , R$2.97 ,4.9%,90%," R$2,351,486 "," R$2,619,718 "," R$373,695 "," R$2,246,023 ",1.11,2.59, Baixo Endividamento ," R$575,588 "," R$560,722 "," R$561,038 "," R$570,716 "," R$507,316 "," R$865,607 ",9%," R$603,709 ",60%,107%,10%,7%,4%,1.16,31/12/2021," R$21,416 "," 2,421 ", Liquidez Alta 
 Blau , ON , BLAU3 ," R$4,018,424 ",-,-,Small Cap, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,13.20,7.5%,7.60,2.40,2.90,22.40, R$0.59 , R$1.69 ,2.7%,35%," R$1,663,301 "," R$329,876 "," R$206,099 "," R$123,777 ",0.20,-1.05, Baixo Endividamento , - ," R$76,929 "," R$173,245 "," R$213,258 "," R$311,405 "," R$464,520 ",-," R$137,243 ",116%,747%,98%,24%,13%,-,31/03/2022," R$75,043 "," 8,362 ", Liquidez Alta 
 Ecorodovias , ON , ECOR3 ," R$3,985,908 ",0.1%,0.1%,Small Cap, Crescimento , Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,12.70,7.9%,5.70,1.90,0.80,5.73, R$-   , R$0.45 ,0.0%,0%," R$2,136,224 "," R$10,306,821 "," R$1,938,083 "," R$8,368,738 ",4.82,3.79, Dívida Alta ," R$1,311,371 "," R$1,114,438 "," R$1,630,189 "," R$1,617,873 "," R$1,363,201 "," R$2,167,452 ",11%," R$1,809,547 ",145%,391%,202%,7%,2%,1.41,31/03/2022," R$194,267 "," 64,354 ", Liquidez Alta 
 Ferbasa , PN , FESA4 ," R$3,748,154 ",-,-,Small Cap, Crescimento , Nível 1 , Materiais básicos , Siderurgia e metalurgia , Siderurgia ,4.50,22.3%,2.90,1.40,1.40,44.07, R$2.48 , R$9.83 ,5.6%,25%," R$2,627,851 "," R$399,814 "," R$318,374 "," R$81,440 ",0.15,-0.32, Baixo Endividamento ," R$269,999 "," R$83,422 "," R$356,087 "," R$522,746 "," R$365,307 "," R$1,153,833 ",34%," R$923,485 ",16%,93%,46%,27%,23%,0.72,31/03/2022," R$74,148 "," 7,988 ", Liquidez Alta 
 Eztec , ON , EZTC3 ," R$3,641,610 ",0.1%,0.1%,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.00,12.5%,8.20,0.80,3.50,16.41, R$0.46 , R$2.05 ,2.8%,23%," R$4,387,209 "," R$38,259 "," R$58,846 ","-R$20,587 ",0.01,-2.23, Empresa com Mais Caixa que Dívida ," R$399,444 "," R$174,952 "," R$321,159 "," R$6,049 "," R$229,647 "," R$355,954 ",-2%," R$52,677 ",111%,1001%,12%,6%,10%,1.32,31/03/2022," R$162,790 "," 45,980 ", Liquidez Alta 
 Coelce , PNA , COCE5 ," R$3,635,842 ",-,-,Small Cap, Crescimento , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,7.10,14.1%,5.30,1.00,0.40,46.70, R$1.69 , R$6.59 ,3.6%,26%," R$3,583,409 "," R$4,066,638 "," R$153,556 "," R$3,913,082 ",1.13,2.71, Baixo Endividamento ," R$661,000 "," R$729,426 "," R$808,019 "," R$741,253 "," R$835,119 "," R$1,414,443 ",16%,"-R$29,843 ",-4597%,406%,16%,8%,4%,0.58,31/03/2022," R$4,083 ", 438 , Liquidez Moderada 
 Mater Dei , ON , MATD3 ," R$3,574,784 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-,-,-,2.20,-,9.35, R$0.09 , - ,1.0%,-," R$1,657,635 "," R$1,189,135 "," R$665,115 "," R$524,020 ",0.72,-, Baixo Endividamento , - , - , - ," R$220,705 "," R$257,846 ", - ,-, - ,-,N/D,,,,-,31/03/2022," R$24,275 "," 11,215 ", Liquidez Alta 
 Abc Brasil , PN , ABCB4 ," R$3,573,405 ",-,-,Small Cap, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,5.70,17.7%,-,0.70,-,16.21, R$1.02 , R$2.87 ,6.3%,35%," R$4,774,273 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$4,296,242 ",-,N/D,14%,,1%,0.91,31/03/2022," R$62,592 "," 24,585 ", Liquidez Alta 
 Randon Part , ON , RAPT3 ," R$3,267,698 ",-,-,Small Cap, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,4.20,23.6%,-,1.10,0.30,8.94, R$0.64 , R$2.11 ,7.2%,31%," R$2,624,877 "," R$4,859,621 "," R$1,749,915 "," R$3,109,706 ",1.85,-, Dívida Alta ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 ", - ,-," R$823,208 ",55%,N/D,31%,11%,8%,1.48,31/03/2022, R$930 , 357 , Liquidez Baixa 
 Randon Part , PN , RAPT4 ," R$3,267,698 ",-,-,Small Cap, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,5.00,20.1%,-,1.30,0.40,10.46, R$0.64 , R$2.11 ,6.2%,31%," R$2,624,877 "," R$4,859,621 "," R$1,749,915 "," R$3,109,706 ",1.85,-, Dívida Alta ," R$161,878 "," R$142,717 "," R$308,227 "," R$559,733 "," R$666,498 ", - ,-," R$823,208 ",55%,N/D,31%,11%,8%,1.73,31/03/2022," R$117,666 "," 28,597 ", Liquidez Alta 
 Irbbrasil Re , ON , IRBR3 ," R$3,263,745 ",0.2%,0.2%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Financeiro , Previdência e seguros , Seguradoras ,-4.80,-20.9%,-,0.90,-,2.60, R$-   ,-R$0.54 ,0.0%,0%," R$3,634,360 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$129,861 ",-,N/D,-16%,,-3%,2.16,31/12/2021," R$154,225 "," 44,126 ", Liquidez Alta 
 Brasilagro , ON , AGRO3 ," R$3,224,876 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,8.00,12.5%,3.60,1.30,1.60,31.50, R$4.64 , R$3.95 ,14.7%,118%," R$2,469,381 "," R$652,308 "," R$584,255 "," R$68,053 ",0.26,0.08, Baixo Endividamento ," R$196,529 ","-R$21,974 "," R$77,084 "," R$301,123 "," R$142,183 "," R$903,575 ",36%," R$107,868 ",101%,73%,50%,19%,25%,0.34,31/03/2022," R$118,695 "," 19,257 ", Liquidez Alta 
 Qualicorp , ON , QUAL3 ," R$3,219,171 ",0.2%,0.1%,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,10.00,10.0%,4.70,2.40,1.60,11.59, R$0.32 , R$1.16 ,2.7%,27%," R$1,343,078 "," R$2,033,868 "," R$376,078 "," R$1,657,790 ",1.51,1.37, Dívida Moderada ," R$643,799 "," R$709,876 "," R$836,847 "," R$979,639 "," R$985,315 "," R$980,139 ",9%," R$686,269 ",107%,196%,19%,14%,8%,1.02,31/03/2022," R$251,434 "," 62,615 ", Liquidez Alta 
 Oncoclinicas , ON , ONCO3 ," R$3,214,288 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-62.70,-1.6%,13.40,1.70,1.10,6.77, - ,-R$0.11 ,N/D,-," R$1,854,009 "," R$2,430,372 "," R$536,838 "," R$1,893,534 ",1.31,1.37, Baixo Endividamento , - , - , - ," R$100,668 "," R$185,859 "," R$304,188 ",-,"-R$9,283 ",-2030%,148%,-3%,4%,0%,-,31/12/2021," R$31,370 "," 19,563 ", Liquidez Alta 
 Ambipar , ON , AMBP3 ," R$3,210,759 ",-,-,Small Cap, Crescimento , Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,22.30,4.5%,10.10,2.70,1.70,28.43, R$0.30 , R$1.28 ,1.1%,24%," R$1,177,228 "," R$2,667,652 "," R$793,241 "," R$1,874,411 ",2.27,3.63, Dívida Alta , - , - , - , - , - ," R$516,937 ",-," R$164,601 ",86%,75%,14%,6%,4%,-,31/12/2021," R$200,776 "," 36,309 ", Liquidez Alta 
 Getnet BR , ON , GETT3 ," R$3,163,573 ",-,-,Small Cap, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,6.10,16.3%,4.70,0.90,1.00,1.68, - , R$0.27 ,N/D,-," R$3,413,157 "," R$2,303,131 "," R$209,218 "," R$2,093,913 ",0.67,1.49, Baixo Endividamento , - , - , - , - , - ," R$997,272 ",-,"-R$1,091,741 ",-39%,110%,16%,8%,1%,-,31/03/2022, R$410 , 658 , Liquidez Baixa 
 Getnet BR , PN , GETT4 ," R$3,163,573 ",-,-,Small Cap, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,6.20,16.1%,4.70,0.90,1.00,1.71, - , R$0.27 ,N/D,-," R$3,413,157 "," R$2,303,131 "," R$209,218 "," R$2,093,913 ",0.67,1.49, Baixo Endividamento , - , - , - , - , - ," R$997,272 ",-,"-R$1,091,741 ",-39%,110%,16%,8%,1%,-,31/03/2022, R$459 , 722 , Liquidez Baixa 
